word,first appearance,num months,term frequency,relative term frequency
attentional,1973-7,408,14085,8.122909890869677e-06
attenuating,1970-4,396,5771,3.32277161978901e-06
attitudinal,1975-3,383,1911,1.1042925064969367e-06
attribution,1974-5,370,2686,1.5498325495365835e-06
attributions,1975-3,350,3049,1.7618984051853273e-06
auc,1975-3,397,34460,1.991309250334089e-05
auckland,1975-1,367,1774,1.0240931857465192e-06
audiograms,1975-4,348,1154,6.672158504528249e-07
audit,1975-2,407,15283,8.827022870733087e-06
austria,1975-2,373,3571,2.0625072741862105e-06
autocrine,1982-12,312,16780,1.031547503152578e-05
autophosphorylated,1980-5,296,1143,6.857427200477429e-07
autophosphorylation,1975-10,356,9874,5.727999226310547e-06
autoreactive,1975-2,363,5768,3.3314315198840835e-06
autoreceptor,1980-8,321,1645,9.8891105300732e-07
autoreceptors,1976-1,357,2667,1.549959350703303e-06
avidin-biotin-peroxidase,1981-4,298,1068,6.45995860468204e-07
avidly,1970-6,392,1691,9.73698577255017e-07
avm,1975-4,382,5982,3.458652701394106e-06
avr,1975-1,345,5035,2.9066004454530572e-06
axin,1997-7,133,1162,1.088067285931142e-06
axotomized,1974-8,343,2128,1.2280631683630277e-06
azithromycin,1987-12,249,7325,4.872613165324886e-06
azoospermia,1972-4,382,4141,2.38649820859336e-06
azt,1985-9,279,7878,5.0366318556725385e-06
aztreonam,1983-3,312,2839,1.750305291713833e-06
b-100,1980-5,300,1929,1.1573033306842486e-06
b-cell,1973-2,428,42574,2.454705810078722e-05
b-cells,1972-7,423,5954,3.4317973754134726e-06
b-cll,1976-11,338,5761,3.3684558007893765e-06
b-dna,1975-10,344,1757,1.0192520397637869e-06
b-lineage,1979-10,293,1762,1.052173799429686e-06
b-lymphocyte,1973-8,409,1977,1.1402008208195553e-06
b-lymphocytes,1973-9,418,2897,1.6708661920700345e-06
b-mode,1975-1,390,4004,2.3114256571189753e-06
b16,1972-1,415,6496,3.743194838218678e-06
b27,1975-8,374,2339,1.3553122322834624e-06
b3lyp,1997-1,130,6426,5.853803290605203e-06
b6c3f1,1975-5,345,2617,1.5138531197864857e-06
b7-1,1993-11,182,3096,2.4396498859079134e-06
b7-2,1993-11,180,2124,1.6737132938205452e-06
ba2+,1974-1,408,6635,3.827582911314147e-06
bac,1975-1,370,10291,5.940779579773071e-06
baclofen,1974-1,393,8632,4.979607489142986e-06
bacteriorhodopsin,1973-10,401,3393,1.957033448871078e-06
baculovirus-infected,1988-11,220,711,4.818072431119658e-07
baep,1979-11,294,1795,1.0726375630798954e-06
baff,1999-6,105,1786,1.887169434153621e-06
bafilomycin,1988-8,238,1761,1.187130799961781e-06
bamhi,1975-10,388,4012,2.3273985108322783e-06
bangladesh,1973-9,371,3865,2.2291673566968188e-06
bap,1976-3,356,6646,3.866836390257564e-06
bapta-am,1989-7,209,1287,8.864463713582965e-07
baroreflex,1974-12,392,10852,6.2641684709481605e-06
barotrauma,1975-11,342,1385,8.03935808278568e-07
basally,1970-12,376,1610,9.27263708070274e-07
basing,1971-3,406,1848,1.064453401087651e-06
basophils,1970-3,425,7251,4.174767636008791e-06
batteries,1975-1,351,2088,1.2053588341819233e-06
baumannii,1988-1,224,3317,2.210374483197603e-06
bayes,1975-5,344,1892,1.094463164935434e-06
bayesian,1974-9,351,11198,6.462678258426036e-06
bbb,1975-1,382,12945,7.472878404446838e-06
bcecf,1984-12,255,1210,7.645914755677433e-07
bcl-2,1984-11,272,53669,3.3871367447072486e-05
bcl-6,1993-6,166,1683,1.3056639268251753e-06
bcl-x,1993-8,182,6241,4.871326665330888e-06
bcl-xl,1993-8,184,6657,5.196029740603705e-06
bcl2,1988-7,225,3515,2.3657422973184074e-06
bcr-abl,1986-5,269,7477,4.834075714049328e-06
bcva,1995-11,147,2684,2.3034578909965054e-06
bdnf,1985-12,242,21223,1.3624012310463142e-05
beagle,1970-4,429,4862,2.799396225162739e-06
beat-to-beat,1970-6,381,2393,1.3779188027032853e-06
beclomethasone,1975-4,387,2691,1.5558733566451921e-06
behçet,1972-6,394,4800,2.7665210342329035e-06
below-knee,1975-1,362,1488,8.589913530951638e-07
benzodiazepines,1970-10,420,10841,6.243233796032361e-06
bereavement,1975-2,359,2538,1.4658760744566234e-06
bestatin,1976-11,323,1714,1.0021755324688407e-06
beta-2,1974-12,360,2208,1.2745377795663048e-06
beta-actin,1978-8,324,5389,3.189591295276867e-06
beta-amyloid,1987-12,254,7839,5.214527590850756e-06
beta-barrel,1981-3,285,2301,1.3906775932972734e-06
beta-blocker,1970-11,407,6679,3.846541162772846e-06
beta-casein,1974-7,343,2661,1.5355710675175917e-06
beta-catenin,1992-2,202,23772,1.7618316515309255e-05
beta-endorphin,1976-8,396,11208,6.541044395567594e-06
beta-estradiol,1975-2,403,6627,3.827565305525628e-06
beta-hcg,1976-5,352,3323,1.9357695774258643e-06
beta-hydroxysteroid,1975-1,371,2844,1.6417818603512404e-06
beta-lactamase-producing,1972-10,368,1299,7.488274322224849e-07
beta-lactams,1975-6,363,4058,2.3486771124202783e-06
beta-naphthoflavone,1975-4,356,1453,8.400906678578462e-07
beta-secretase,1994-1,161,1030,8.169980217233698e-07
beta-sheet,1970-11,382,10360,5.966486966061788e-06
beta-subunit,1972-8,404,7433,4.284471393756062e-06
beta-subunits,1972-2,365,2614,1.506334310670195e-06
beta-thromboglobulin,1975-2,354,1895,1.0944976994071322e-06
beta-tubulin,1973-12,354,4942,2.8507634083385588e-06
beta1-integrin,1996-3,144,691,6.027866852886404e-07
between-day,1974-11,345,1456,8.404101684858058e-07
between-run,1975-4,363,1152,6.660594971591458e-07
bfgf,1985-9,279,23927,1.5297218889397923e-05
bfu-e,1976-5,362,4545,2.647629470177717e-06
bg,1972-11,377,6900,3.977806454956715e-06
bha,1975-7,338,2706,1.5670999274629055e-06
bhlh,1990-11,219,3452,2.464915308066329e-06
biacore,1992-2,202,1115,8.263681185667937e-07
biantennary,1979-9,307,1087,6.486738721416081e-07
bicalutamide,1995-5,142,1231,1.0326562965738686e-06
bicuculline,1970-12,426,8702,5.011831545110264e-06
bid,1973-11,348,8345,4.81352048999329e-06
biglycan,1989-3,224,1901,1.298139910413842e-06
bioactivation,1975-8,333,2727,1.5801352960397615e-06
bioavailability,1974-11,421,32097,1.8526542017780842e-05
bioavailable,1977-1,339,4048,2.3699565914230937e-06
biochem,1970-5,447,10295,5.927768986199984e-06
biochim,1974-2,410,2475,1.427845473197653e-06
biocompatibility,1975-5,371,7201,4.1655545722516174e-06
biocompatible,1975-5,351,4145,2.3977536039415297e-06
biodistribution,1976-12,357,6328,3.702365958116435e-06
biodiversity,1991-12,181,4481,3.3034989265803297e-06
biofeedback,1975-2,406,5062,2.923666150078577e-06
biofilm,1981-9,275,17782,1.0796642645596004e-05
bioinformatics,1994-2,163,5559,4.4232572974953e-06
biol,1970-5,433,26453,1.5231400970563204e-05
biomaterials,1975-3,342,5879,3.397245235842748e-06
biomechanical,1970-5,417,16949,9.759082714628803e-06
biophys,1970-12,427,6345,3.6543405141030366e-06
bioprostheses,1976-10,332,1766,1.0319249484514337e-06
bioprosthesis,1975-6,336,1859,1.075946464265475e-06
bioprosthetic,1977-3,333,1924,1.127830511956667e-06
biopsy-proven,1975-1,395,4416,2.5492646607985505e-06
bioremediation,1991-1,196,2400,1.7220388090246714e-06
biosensor,1987-1,250,7716,5.046688923253756e-06
biotechnological,1984-4,270,2573,1.6098446864016606e-06
biotechnology,1979-4,301,4965,2.9533419932339593e-06
bioterrorism,1999-2,120,1324,1.367235445251773e-06
biotinylated,1976-10,332,10592,6.1892123748570705e-06
biparietal,1974-1,377,1458,8.410875485600641e-07
biphenyls,1972-1,420,5110,2.9445390429952966e-06
bisindolylmaleimide,1993-1,190,1389,1.0617460323762339e-06
bisphosphate,1974-11,355,1619,9.344945486116206e-07
bisphosphonate,1982-11,271,3995,2.4538250111871387e-06
bisphosphonates,1982-11,268,6263,3.846885117663342e-06
bivariate,1975-1,368,6652,3.840060806981874e-06
biventricular,1975-1,377,4277,2.469022861013451e-06
blastic,1971-5,422,2554,1.4712144324154231e-06
bleomycin,1971-10,423,12389,7.1379185070613804e-06
blindly,1971-5,396,3351,1.9303208939013636e-06
blm,1973-7,365,6209,3.580770146425973e-06
blocker,1970-11,431,32735,1.8852601431856434e-05
blood-derived,1978-8,306,1566,9.268695432183288e-07
bloom,1972-2,375,2617,1.5080630799632366e-06
blot,1975-1,371,103067,5.949842862194841e-05
blots,1975-8,363,16615,9.62741032038894e-06
bm,1973-9,406,29184,1.6832088004615772e-05
bmax,1976-8,367,11664,6.807168257485762e-06
bmc,1975-3,367,9158,5.2920516873359226e-06
bmi,1978-3,328,78733,4.646348777673803e-05
bmp-2,1990-8,212,5599,3.969717399001796e-06
bmp-4,1991-2,196,2071,1.489447929192028e-06
bmp4,1993-4,165,2519,1.9424576104469753e-06
bmt,1975-11,347,20595,1.1954554492055672e-05
body-weight,1973-4,399,1806,1.041391579299271e-06
bombesin,1972-6,387,6597,3.8022373464238468e-06
boosting,1972-8,375,2827,1.6295171034775173e-06
bop,1976-11,325,2439,1.4260829193065943e-06
bordering,1970-1,393,1556,8.958101344559543e-07
bosentan,1994-3,184,2873,2.2935409701546105e-06
bpd,1975-2,364,10280,5.937433430029192e-06
bph,1975-1,357,12575,7.259285124443336e-06
bpm,1975-2,373,7114,4.108842550703081e-06
bq-123,1992-1,205,2108,1.5584143788406764e-06
bq-788,1994-3,171,942,7.520068200089255e-07
brachii,1974-3,384,2693,1.553702233222011e-06
brachytherapy,1975-1,350,12048,6.955059020222132e-06
bradycardic,1975-1,359,1603,9.253784536367926e-07
bradyrhizobium,1984-9,266,1279,8.050990104216472e-07
brca1,1993-1,200,14678,1.1219804365168006e-05
brca2,1994-9,178,6605,5.381363717915868e-06
brdu,1970-10,413,11400,6.565156837447552e-06
breakpoints,1972-5,381,8459,4.87521837645669e-06
breast-conserving,1984-3,252,2221,1.3879090656377953e-06
breast-feeding,1972-9,400,7329,4.224702481827038e-06
breastfeeding,1976-6,329,14820,8.638240278962423e-06
broadband,1975-1,350,4556,2.6300837397187943e-06
broca,1971-4,390,2847,1.6399419255493611e-06
bromocriptine,1975-2,410,8819,5.093601694496833e-06
bronchoalveolar,1973-9,388,18240,1.0520055002884857e-05
brugia,1975-1,374,1554,8.970917760147072e-07
brushing,1970-8,398,4004,2.3057176017833886e-06
bs,1971-3,401,8398,4.83727254455308e-06
buckling,1972-1,374,2564,1.477455598090008e-06
budesonide,1980-6,303,7145,4.289456558044531e-06
bulimia,1977-6,339,5117,3.0052566143312142e-06
bulimic,1980-9,313,2279,1.3709861004075135e-06
bullosa,1971-6,391,2959,1.7045757555541541e-06
bumetanide,1973-10,369,3279,1.8912798935597596e-06
bun,1970-4,414,4679,2.694030221624117e-06
bupivacaine,1974-7,411,16693,9.632952961319489e-06
buprenorphine,1976-3,357,6951,4.044294274553164e-06
burgdorferi,1984-11,295,10498,6.6254563241231805e-06
burkholderia,1994-1,189,3651,2.8959803663223524e-06
bursal,1970-1,394,2425,1.3961051259998003e-06
buserelin,1981-2,298,2136,1.2899555277504916e-06
buspirone,1979-9,302,3920,2.33928388113625e-06
busulfan,1972-6,387,3176,1.8305147509841045e-06
buthionine,1979-8,314,1713,1.0215856863018574e-06
bystander,1975-2,343,5824,3.3637755152227643e-06
bz,1977-2,320,3496,2.048029833261596e-06
bzip,1990-7,219,1798,1.2720291105008038e-06
c-abl,1982-12,291,2696,1.657361185041329e-06
c-erbb-2,1985-3,264,4906,3.112277357012808e-06
c-fos,1983-4,305,29626,1.8283952294676374e-05
c-jun,1987-12,258,23673,1.574735446590253e-05
c-kit,1987-11,248,10537,6.998520934299343e-06
c-met,1989-5,220,4937,3.385843275046797e-06
c-myb,1982-6,307,4149,2.537539781899208e-06
c-myc,1981-4,330,30175,1.825180251837833e-05
c-src,1978-7,314,6015,3.5580516029920414e-06
c10,1974-2,367,1930,1.1134310154632203e-06
c1q,1970-6,422,7076,4.0744477425526315e-06
c282y,1997-4,146,2584,2.3856225589225645e-06
c3b,1970-11,417,5617,3.2349186571784812e-06
c3d,1973-12,373,2330,1.3440466898884747e-06
c4b,1975-3,336,2078,1.2007953053378518e-06
c5a,1970-12,400,7432,4.280387502098309e-06
c677t,1996-8,152,2386,2.125191917032593e-06
c9,1971-8,401,4149,2.390267695487044e-06
ca-125,1985-5,265,2526,1.6066131565943188e-06
ca1,1975-1,399,22964,1.3256638059460578e-05
ca125,1984-4,273,3231,2.0215344662898427e-06
ca19-9,1985-4,273,2394,1.5206649235307092e-06
ca2,1975-1,353,5975,3.4492428324889806e-06
ca2+-atpase,1975-1,340,3837,2.2150200415498274e-06
ca2+-dependent,1975-1,360,7263,4.1927783585552246e-06
ca2+-free,1975-5,343,2743,1.5867402015950824e-06
caat,1982-4,302,1714,1.0464949685709445e-06
caax,1989-6,201,743,5.105898232895077e-07
cabg,1975-8,358,22209,1.2868802636504241e-05
cacl2,1975-1,415,6132,3.5398756567066825e-06
cad,1971-12,404,41752,2.4057574066291018e-05
cadherin,1986-12,247,4188,2.7348268583270943e-06
cadherins,1986-10,246,2798,1.8217593705058033e-06
cag,1975-5,341,10183,5.890548841721737e-06
calbindin,1986-7,270,3953,2.563040745998938e-06
calcineurin,1979-12,314,11041,6.6020831609624655e-06
calcitriol,1978-5,337,6376,3.7671314868525653e-06
calcium-channel,1980-11,319,1675,1.0091898131816316e-06
caldesmon,1981-9,274,2755,1.6727449380619163e-06
calmodulin,1979-4,367,27112,1.612709126295249e-05
calmodulin-binding,1979-11,328,1696,1.0134781654504193e-06
calmodulin-dependent,1980-4,352,6263,3.754881996340311e-06
calnexin,1991-10,200,1839,1.3488410822333053e-06
calpain,1981-12,312,10758,6.546745156116477e-06
calphostin,1989-3,218,2615,1.7857106079601245e-06
calponin,1988-6,216,2086,1.4014693917469055e-06
calreticulin,1989-12,223,2939,2.046070299074089e-06
calretinin,1987-9,222,2978,1.9715751026241417e-06
calving,1970-7,413,7537,4.340029436167595e-06
calyculin,1989-3,215,1658,1.1322019839380062e-06
cameras,1974-8,357,2327,1.3429055417202846e-06
camp-dependent,1970-9,418,11572,6.663956573199439e-06
campylobacter,1974-5,407,13794,7.959192177329722e-06
candesartan,1995-4,153,4002,3.3443673248362898e-06
candidal,1974-5,346,1492,8.608898599808572e-07
canonical,1970-2,391,12302,7.082655777783306e-06
capd,1979-2,355,6908,4.10392420250184e-06
capecitabine,1998-2,133,3831,3.710287682496688e-06
capita,1973-12,377,3891,2.244500287706461e-06
capsaicin-induced,1981-7,274,1409,8.542354237894645e-07
capsaicin-sensitive,1979-10,310,1817,1.0850169089465035e-06
capsulotomy,1975-11,331,2323,1.3484064134520674e-06
captopril,1978-9,371,19193,1.136620614654226e-05
caput,1971-3,390,2752,1.5851600431781468e-06
carbamazepine,1974-11,415,11306,6.52587731105805e-06
carbidopa,1975-2,368,1792,1.0350078508377735e-06
carboplatin,1983-9,293,13015,8.07572101304562e-06
carboxyfluorescein,1979-2,329,1360,8.079526513321515e-07
carcinomatosis,1975-5,372,2721,1.57401388572374e-06
cardiography,1975-1,341,1167,6.736847507137474e-07
cardiologists,1975-1,353,3956,2.2837162586320345e-06
cardiomyocytes,1975-6,351,17566,1.0166796982941008e-05
cardiomyopathies,1974-10,344,1675,9.667530118511914e-07
cardioplegia,1975-6,386,6951,4.023079006513887e-06
cardioplegic,1970-9,380,5436,3.1304241213197506e-06
cardiothoracic,1975-4,384,2880,1.6651487428978646e-06
cardioverter,1984-4,276,2664,1.6667805070244945e-06
cardioverter-defibrillator,1983-6,261,1538,9.511838337206275e-07
caregivers,1975-12,335,21168,1.2294313893937425e-05
carers,1982-5,272,6436,3.933012496066789e-06
cartridge,1972-5,393,3912,2.254622802777937e-06
case-control,1971-7,415,38130,2.1966045414690017e-05
caspase,1996-12,157,24600,2.2301036442028464e-05
caspase-1,1997-1,154,2754,2.508772838830801e-06
caspase-2,1997-2,141,1097,1.0036164646872826e-06
caspase-3,1997-3,154,23943,2.2003891059541337e-05
caspase-3-like,1997-5,135,879,8.153904991973603e-07
caspase-6,1997-3,125,446,4.0987910506433766e-07
caspase-7,1997-6,142,678,6.317463333703709e-07
caspase-8,1997-2,153,6124,5.602686626932469e-06
caspase-9,1997-11,141,4518,4.311522847992049e-06
caspase-dependent,1997-5,145,1869,1.7337483993172542e-06
caspase-independent,1997-2,139,1364,1.2478877464297663e-06
caspase-mediated,1997-6,143,652,6.075200727986458e-07
caspases,1996-12,156,9405,8.52606698119015e-06
caspases-3,1997-9,129,428,4.044131192341555e-07
caspofungin,1999-5,111,1976,2.076293758815632e-06
catch-up,1972-4,365,2675,1.5416282801224916e-06
catchment,1975-1,363,3910,2.257161418415383e-06
catecholaminergic,1973-4,414,4261,2.457015237759797e-06
categorization,1971-2,394,5645,3.2514235443616113e-06
catheter-related,1975-3,343,3335,1.9271666714637805e-06
catheterisation,1975-1,414,3097,1.7878334815428239e-06
caudate-putamen,1974-7,383,2859,1.64983001955385e-06
causality,1975-1,366,3626,2.093214144034317e-06
caveolin,1992-2,191,2245,1.6638532970246205e-06
caveolin-1,1996-1,155,5206,4.505346782604084e-06
caveolin-3,1996-1,138,816,7.061780588945318e-07
cavitary,1973-8,374,1754,1.0115893979350026e-06
cb,1970-10,418,20323,1.1703831790126895e-05
cbf,1970-10,419,25912,1.4922486313328156e-05
cbfa1,1995-4,146,1398,1.1682722439083292e-06
cbz,1976-3,329,5446,3.168641435651925e-06
ccaat,1980-10,310,4514,2.7175414785372473e-06
cck-8,1977-10,349,5593,3.291750006610279e-06
ccl4,1974-11,413,7666,4.424851889843535e-06
ccnd1,1992-7,172,1565,1.1760180080594206e-06
ccr5,1996-6,160,10347,9.138922386126371e-06
ccr6,1997-6,125,799,7.444916229541687e-07
ccr7,1997-5,135,2388,2.2151905711982893e-06
cct,1975-6,361,6171,3.5716329375913105e-06
cd10,1985-9,277,3682,2.3540084402876727e-06
cd117,1994-3,160,1830,1.4609049688071484e-06
cd11a,1987-6,259,3011,1.9841066755698736e-06
cd11b,1987-4,269,9290,6.1031676048872205e-06
cd11c,1987-6,259,3287,2.1659776295576803e-06
cd13,1987-4,259,2116,1.3901294566137092e-06
cd138,1997-12,118,617,5.91543410264078e-07
cd14,1987-4,265,10332,6.787720957340663e-06
cd14+,1988-3,243,1551,1.0368343033849676e-06
cd154,1997-7,146,1873,1.7538296269785104e-06
cd16,1985-12,277,4056,2.6037315144531172e-06
cd16+,1985-12,256,1562,1.0027190891458996e-06
cd18,1986-11,270,7785,5.076399244586669e-06
cd19+,1987-4,257,1923,1.2633359853819295e-06
cd1a,1987-5,239,2009,1.3218968946452163e-06
cd2+,1975-1,406,7494,4.3261298387736265e-06
cd20,1985-3,271,4830,3.0640643363986677e-06
cd20+,1986-11,244,1068,6.964154647679592e-07
cd21,1985-3,256,1879,1.1920034964996058e-06
cd22,1985-3,261,1859,1.1793158594958848e-06
cd23,1986-4,273,4003,2.584200578803345e-06
cd25+,1987-10,242,2150,1.4256523622585862e-06
cd26,1989-9,212,1951,1.349283424550656e-06
cd28,1987-12,260,10120,6.731856004517113e-06
cd29,1988-9,237,1162,7.846636397670274e-07
cd3+,1985-12,288,7461,4.789556417488833e-06
cd3-,1985-12,271,1811,1.1625635534207582e-06
cd30,1987-8,254,3398,2.2461187532305104e-06
cd33,1987-9,252,1858,1.2300827873323222e-06
cd34,1987-9,256,17889,1.1843353596656573e-05
cd34+,1987-11,249,16903,1.122672481279888e-05
cd34-positive,1988-10,207,849,5.743031474099543e-07
cd36,1987-4,243,5373,3.5298514037738466e-06
cd38,1987-8,254,5357,3.541041248103544e-06
cd4+,1985-8,292,59465,3.796876172406834e-05
cd4+cd8+,1987-9,226,1117,7.395061751615737e-07
cd4-,1986-9,272,2541,1.6520541158132936e-06
cd4-positive,1985-10,264,1255,8.034547118555162e-07
cd40l,1993-2,198,5285,4.050988918331637e-06
cd43,1987-10,238,2123,1.4077488209651063e-06
cd44,1988-9,249,13702,9.25254835807901e-06
cd44v6,1993-7,162,1619,1.2600584133660913e-06
cd45,1987-4,269,8094,5.317442259844689e-06
cd45+,1987-10,222,805,5.337907681944938e-07
cd45ra,1989-10,242,2510,1.7397417450139665e-06
cd45ra+,1989-9,225,1280,8.852295148256483e-07
cd45rb,1990-8,200,849,6.019450029920566e-07
cd45ro,1989-11,239,2448,1.700549790109017e-06
cd45ro+,1990-1,220,1424,9.937128042097181e-07
cd46,1989-10,210,1960,1.3585234343535355e-06
cd49d,1990-6,206,931,6.570273402230928e-07
cd5+,1985-12,258,2299,1.4758330255738946e-06
cd56,1989-11,239,4515,3.136430679061361e-06
cd56+,1989-11,234,2263,1.5720360192061704e-06
cd57,1989-10,229,983,6.813410897803702e-07
cd58,1989-11,195,853,5.925526842169082e-07
cd59,1989-9,233,3288,2.2739333162083838e-06
cd62l,1994-6,184,2127,1.715274821307677e-06
cd62p,1994-11,168,1173,9.625426345048585e-07
cd63,1990-5,207,1502,1.0577054235158216e-06
cd64,1989-12,202,842,5.861827804764827e-07
cd68,1989-9,235,3486,2.4108672567829764e-06
cd68+,1991-9,193,869,6.35758485801387e-07
cd69,1989-7,229,3406,2.345948982786603e-06
