word,num months,term frequency
vinyl,432,8666
violence,409,25761
violent,418,9025
virion,478,10277
virtue,444,6778
virulence,460,41874
virulent,472,18522
virus-induced,456,5322
virus-infected,463,7987
virus-specific,473,7430
virus-transformed,389,1729
visit,423,35411
visual,477,253009
visualization,433,28172
visualize,425,10689
visualized,452,27356
visually,437,14629
vital,448,41442
vitreous,422,20486
viz,436,7428
vocal,424,20835
void,439,5350
volatile,446,20300
voltage,468,46096
voltages,417,5037
volumetric,417,12044
vp,418,12412
vs,467,492476
vsv,438,5593
vulgaris,454,13009
wakefulness,425,7131
walk,420,12351
walker,421,4065
walking,432,37927
walls,478,31489
war,425,11636
wards,427,10449
warming,442,7308
warrant,424,10042
warranted,437,25823
washed,476,16381
washing,465,15743
washings,436,3371
washington,422,7731
wasting,423,7812
wave,474,76145
wavelength,454,21374
ways,466,49179
weaker,448,21528
weakly,459,32668
weakness,431,25896
weaning,443,21570
weanling,438,5012
wear,418,22495
wearing,424,9734
wedge,428,13869
weighted,425,19857
welfare,420,9993
well-differentiated,422,8247
well-documented,421,5203
well-known,445,20777
went,432,8632
wheat,457,34576
whey,411,6173
whilst,455,24649
whole-body,433,16441
wholly,432,2156
widely,478,120268
widened,418,2743
wider,448,18630
widths,421,5511
willebrand,427,13440
wilson,421,5271
wing,425,10083
withdrawal,467,65022
woman,450,87225
women,474,812871
word,432,25068
worked,431,12247
worker,423,10419
workshop,411,8222
worm,435,11714
worn,417,4228
worsening,422,15887
worth,420,5323
worthwhile,422,4467
worthy,410,2915
x-100,470,12350
x-irradiated,387,1432
x-irradiation,431,3171
x-linked,448,15628
xenon,423,4268
xenopus,449,35045
xi,419,6772
xiii,419,3650
xx,427,6740
xy,430,7765
xylose,440,5552
year,474,315573
yellow,466,22230
yolk,447,17014
younger,450,92693
youngest,429,6255
youth,416,20428
zero,476,34693
zinc,458,89433
zn,458,50057
zone,479,84425
zones,471,31089
zymogen,424,4239
